,Edge,Capacity
949,"('Sosnowiec Główny_i', 'Sosnowiec Główny_o')",10
950,"('Nałęczów_i', 'Nałęczów_o')",10
951,"('Łowicz Główny_i', 'Łowicz Główny_o')",10
952,"('Rybnik_o', 'Żory_i')",10
953,"('Bydgoszcz Leśna_o', 'Bydgoszcz Wschód_i')",10
954,"('Strzelce Opolskie_o', 'Gliwice_i')",10
955,"('Nowa Sól_i', 'Nowa Sól_o')",10
956,"('Grodzisk Mazowiecki_o', 'Warszawa Zachodnia_i')",10
957,"('Międzyzdroje_o', 'Wysoka Kamieńska_i')",10
958,"('Toruń Wschodni_o', 'Toruń Miasto_i')",10
959,"('Zielona Góra Główna_o', 'Nowogród Osiedle_i')",10
960,"('Jedlina-Zdrój_o', 'Wałbrzych Główny_i')",10
961,"('Chełm Miasto_i', 'Chełm Miasto_o')",10
962,"('Zbąszynek_o', 'Poznań Główny_i')",10
963,"('Rybnik_o', 'Katowice_i')",10
964,"('Nowy Dwór Mazowiecki_o', 'Warszawa Wschodnia_i')",10
965,"('Trakiszki_i', 'Trakiszki_o')",10
966,"('Legnica_o', 'Lubin_i')",10
967,"('Białystok_o', 'Sokółka_i')",10
968,"('Lublin Zachodni_o', 'Lublin Główny_i')",10
969,"('Wrocław Mikołajów_o', 'Wrocław Nadodrze_i')",10
970,"('Wrocław Główny_o', 'Brzeg Dolny_i')",10
971,"('Warszawa Wschodnia_o', 'Iława Główna_i')",10
972,"('Lublin Zachodni_i', 'Lublin Zachodni_o')",10
973,"('Ostrzeszów_o', 'Ostrów Wielkopolski_i')",10
974,"('Lubin_o', 'Głogów_i')",10
975,"('Jastrowie_i', 'Jastrowie_o')",10
976,"('Łódź\xa0Żabiniec_o', 'Łódź Kaliska_i')",10
977,"('Piotrków Trybunalski_o', 'Łódź Widzew_i')",10
978,"('Opole Główne_i', 'Opole Główne_o')",10
979,"('Jedlicze_o', 'Jasło_i')",10
980,"('Głogówek_i', 'Głogówek_o')",10
981,"('Chotyłów_o', 'Małaszewicze Przystanek_i')",10
982,"('Wąbrzeźno_i', 'Wąbrzeźno_o')",10
983,"('Bydgoszcz Główna_o', 'Inowrocław_i')",10
984,"('Zebrzydowice_i', 'Zebrzydowice_o')",10
985,"('Choszczno_o', 'Stargard_i')",10
986,"('Sędziszów_i', 'Sędziszów_o')",10
987,"('Chojnów_o', 'Bolesławiec_i')",10
988,"('Skarżysko Kamienna_i', 'Skarżysko Kamienna_o')",10
989,"('Koniecpol_o', 'Częstochowa Stradom_i')",10
990,"('Lębork_i', 'Lębork_o')",10
991,"('Warszawa Gdańska_o', 'Otwock_i')",10
992,"('Janowice Wielkie_o', 'Sędzisław_i')",10
993,"('Jedlina-Zdrój_o', 'Nowa Ruda_i')",10
994,"('Recz Pomorski_o', 'Stargard_i')",10
995,"('Pionki Zachodnie_i', 'Pionki Zachodnie_o')",10
996,"('Częstochowa Stradom_i', 'Częstochowa Stradom_o')",10
997,"('Warszawa Zachodnia_o', 'Włoszczowa Północ_i')",10
998,"('Janowice Wielkie_o', 'Jelenia Góra_i')",10
999,"('Trakiszki_o', 'Suwałki_i')",10
1000,"('Milicz_o', 'Krotoszyn_i')",10
1001,"('Sieradz_i', 'Sieradz_o')",10
1002,"('Wodzisław Śląski_o', 'Rybnik_i')",10
1003,"('Tarnobrzeg_o', 'Stalowa Wola Charzewice_i')",10
1004,"('Kłodzko Główne_o', 'Nowa Ruda_i')",10
1005,"('Lublin Główny_o', 'Kraśnik_i')",10
1006,"('Oświęcim_o', 'Czechowice-Dziedzice_i')",10
1007,"('Poznań Główny_o', 'Leszno_i')",10
1008,"('Kolbuszowa_o', 'Rzeszów Zachodni_i')",10
1009,"('Sokółka_o', 'Dąbrowa Białostocka_i')",10
1010,"('Tczew_o', 'Pruszcz Gdański_i')",10
1011,"('Sędziszów Małopolski_o', 'Rzeszów Główny_i')",10
1012,"('Żmigród_i', 'Żmigród_o')",10
1013,"('Słupsk_o', 'Lębork_i')",10
1014,"('Szepietowo_i', 'Szepietowo_o')",10
1015,"('Ropczyce_o', 'Sędziszów Małopolski_i')",10
1016,"('Oława_o', 'Brzeg_i')",10
1017,"('Rypin_i', 'Rypin_o')",10
1018,"('Jelenia Góra_o', 'Wałbrzych Miasto_i')",10
1019,"('Rybnik_o', 'Wodzisław Śląski_i')",10
1020,"('Grodzisk Mazowiecki_o', 'Warszawa Gdańska_i')",10
1021,"('Złotów_o', 'Krajenka_i')",10
1022,"('Opoczno Południe_i', 'Opoczno Południe_o')",10
1023,"('Warszawa Wschodnia_o', 'Mińsk Mazowiecki_i')",10
1024,"('Kutno_o', 'Gostynin_i')",10
1025,"('Czeremcha_o', 'Hajnówka_i')",10
1026,"('Puławy Miasto_o', 'Nałęczów_i')",10
1027,"('Nowy Sącz_o', 'Grybów_i')",10
1028,"('Racibórz_o', 'Gliwice_i')",10
1029,"('Łódź Fabryczna_o', 'Łódź Widzew_i')",10
1030,"('Warszawa Służewiec_o', 'Warszawa Zachodnia (Peron 9)_i')",10
1031,"('Stalowa Wola Rozwadów_o', 'Zaklików_i')",10
1032,"('Kętrzyn_o', 'Olsztyn Główny_i')",10
1033,"('Działdowo_o', 'Nidzica_i')",10
1034,"('Zawada_o', 'Izbica_i')",10
1035,"('Rzeszów Zachodni_o', 'Kolbuszowa_i')",10
1036,"('Sławno_o', 'Słupsk_i')",10
1037,"('Skierniewice_o', 'Żyrardów_i')",10
1038,"('Wałbrzych Miasto_o', 'Wałbrzych Główny_i')",10
1039,"('Jaworzyna Śląska_o', 'Wrocław Główny_i')",10
1040,"('Żory_i', 'Żory_o')",10
1041,"('Zamość Starówka_o', 'Zamość Wschód_i')",10
1042,"('Rogoźno Wielkopolskie_i', 'Rogoźno Wielkopolskie_o')",10
1043,"('Krotoszyn_o', 'Ostrów Wielkopolski_i')",10
1044,"('Byczyna Kluczborska_o', 'Kępno_i')",10
1045,"('Gdańsk Główny_o', 'Pruszcz Gdański_i')",10
1046,"('Zawada_i', 'Zawada_o')",10
1047,"('Wieluń_o', 'Krzepice_i')",10
1048,"('Rzepin_o', 'Kostrzyn_i')",10
1049,"('Gostynin_o', 'Kutno_i')",10
1050,"('Małomice_i', 'Małomice_o')",10
1051,"('Kutno_o', 'Babiak_i')",10
1052,"('Starogard Gdański_o', 'Kaliska_i')",10
1053,"('Lublin Główny_o', 'Lubartów_i')",10
1054,"('Dobiegniew_o', 'Choszczno_i')",10
1055,"('Łódź Chojny_o', 'Pabianice_i')",10
1056,"('Niemojki_o', 'Siedlce_i')",10
1057,"('Czersk_i', 'Czersk_o')",10
1058,"('Piła Główna_o', 'Trzcianka_i')",10
1059,"('Jabłonowo Pomorskie_o', 'Brodnica_i')",10
1060,"('Gostynin_i', 'Gostynin_o')",10
1061,"('Mrozy_o', 'Siedlce Zachodnie_i')",10
1062,"('Miechów_o', 'Włoszczowa Północ_i')",10
1063,"('Nisko_o', 'Rudnik nad Sanem_i')",10
1064,"('Chojna_i', 'Chojna_o')",10
1065,"('Łowicz Główny_o', 'Żychlin_i')",10
1066,"('Dąbrowa Górnicza_o', 'Będzin Miasto_i')",10
1067,"('Legionowo_i', 'Legionowo_o')",10
1068,"('Puławy Miasto_o', 'Dęblin_i')",10
1069,"('Radymno_i', 'Radymno_o')",10
1070,"('Iława Główna_o', 'Jabłonowo Pomorskie_i')",10
1071,"('Gorzkowice_i', 'Gorzkowice_o')",10
1072,"('Rzepin_o', 'Świebodzin_i')",10
1073,"('Mockava_i', 'Mockava_o')",10
1074,"('Koluszki_o', 'Skierniewice_i')",10
1075,"('Gogolin_i', 'Gogolin_o')",10
1076,"('Oleśnica Rataje_i', 'Oleśnica Rataje_o')",10
1077,"('Nidzica_o', 'Działdowo_i')",10
1078,"('Brzeg Dolny_o', 'Wrocław Główny_i')",10
1079,"('Pruszcz Gdański_o', 'Gdańsk Główny_i')",10
1080,"('Siedlce_i', 'Siedlce_o')",10
1081,"('Białogard_o', 'Szczecinek_i')",10
1082,"('Solec Kujawski_o', 'Bydgoszcz Wschód_i')",10
1083,"('Tuchów_i', 'Tuchów_o')",10
1084,"('Jarosław_o', 'Radymno_i')",10
1085,"('Myszków_o', 'Zawiercie_i')",10
1086,"('Pyskowice_o', 'Gliwice_i')",10
1087,"('Lubartów_o', 'Parczew_i')",10
1088,"('Ozorków_o', 'Zgierz_i')",10
1089,"('Rybnik_o', 'Kuźnia Raciborska_i')",10
1090,"('Tczew_o', 'Laskowice Pomorskie_i')",10
1091,"('Lubliniec_o', 'Pyskowice_i')",10
1092,"('Lipka Krajeńska_o', 'Złotów_i')",10
1093,"('Legnica_i', 'Legnica_o')",10
1094,"('Rudnik nad Sanem_i', 'Rudnik nad Sanem_o')",10
1095,"('Szamotuły_o', 'Wronki_i')",10
1096,"('Chabówka Stadion_o', 'Maków Podhalański_i')",10
1097,"('Stary Sącz_i', 'Stary Sącz_o')",10
1098,"('Zawiercie_o', 'Warszawa Zachodnia_i')",10
1099,"('Leżajsk_o', 'Przeworsk_i')",10
1100,"('Opoczno Południe_o', 'Włoszczowa Północ_i')",10
1101,"('Wrocław Główny_o', 'Jaworzyna Śląska_i')",10
1102,"('Pabianice_o', 'Łódź Chojny_i')",10
1103,"('Małkinia_o', 'Łochów_i')",10
1104,"('Kraśnik_o', 'Zaklików_i')",10
1105,"('Przemyśl Główny_i', 'Przemyśl Główny_o')",10
1106,"('Zbąszynek_o', 'Świebodzin_i')",10
1107,"('Warszawa Zachodnia (Peron 9)_o', 'Warszawa Służewiec_i')",10
1108,"('Żory_o', 'Czechowice-Dziedzice_i')",10
1109,"('Sanok_o', 'Zagórz_i')",10
1110,"('Piwniczna Zdrój_o', 'Łomnica Zdrój_i')",10
1111,"('Krzeszowice_i', 'Krzeszowice_o')",10
1112,"('Jaworzno Szczakowa_i', 'Jaworzno Szczakowa_o')",10
1113,"('Kędzierzyn Koźle_o', 'Racibórz_i')",10
1114,"('Oborniki Wielkopolskie Miasto_o', 'Rogoźno Wielkopolskie_i')",10
1115,"('Runowo Pomorskie_i', 'Runowo Pomorskie_o')",10
1116,"('Nowy Tomyśl_o', 'Opalenica_i')",10
1117,"('Gorzkowice_o', 'Piotrków Trybunalski_i')",10
1118,"('Sochaczew_o', 'Łowicz Główny_i')",10
1119,"('Radom Główny_o', 'Przysucha_i')",10
1120,"('Olsztyn Zachodni_o', 'Olsztyn Główny_i')",10
1121,"('Warszawa Służewiec_o', 'Piaseczno_i')",10
1122,"('Chorzów Batory_o', 'Zabrze_i')",10
1123,"('Warszawa Zachodnia_o', 'Częstochowa Stradom_i')",10
1124,"('Łódź Retkinia_i', 'Łódź Retkinia_o')",10
1125,"('Gorlice Zagórzany_o', 'Bogoniowice Ciężkowice_i')",10
1126,"('Wodzisław Śląski_o', 'Chałupki_i')",10
1127,"('Stargard_o', 'Szczecin Dąbie_i')",10
1128,"('Nałęczów_o', 'Lublin Zachodni_i')",10
1129,"('Kalisz_o', 'Sieradz_i')",10
1130,"('Kutno_o', 'Łęczyca_i')",10
1131,"('Biłgoraj_o', 'Tereszpol Biłgorajski_i')",10
1132,"('Wrocław Główny_o', 'Wrocław Mikołajów_i')",10
1133,"('Skwierzyna_i', 'Skwierzyna_o')",10
1134,"('Zaklików_i', 'Zaklików_o')",10
1135,"('Malbork_i', 'Malbork_o')",10
1136,"('Opole Główne_o', 'Lubliniec_i')",10
1137,"('Olesno Śląskie_o', 'Kluczbork_i')",10
1138,"('Pruszcz Gdański_i', 'Pruszcz Gdański_o')",10
1139,"('Hrubieszów Miasto_i', 'Hrubieszów Miasto_o')",10
1140,"('Tczew_o', 'Smętowo_i')",10
1141,"('Warszawa Zachodnia_o', 'Kutno_i')",10
1142,"('Morąg_o', 'Olsztyn Zachodni_i')",10
1143,"('Rokitki_i', 'Rokitki_o')",10
1144,"('Pilawa_o', 'Otwock_i')",10
1145,"('Łódź Retkinia_o', 'Łódź Chojny_i')",10
1146,"('Nowy Targ_o', 'Poronin_i')",10
1147,"('Sędziszów Małopolski_i', 'Sędziszów Małopolski_o')",10
1148,"('Ostrów Wielkopolski_o', 'Twardogóra_i')",10
1149,"('Chociwel_i', 'Chociwel_o')",10
1150,"('Wróblik Szlachecki_o', 'Zarszyn_i')",10
1151,"('Grodzisk Mazowiecki_o', 'Opoczno Południe_i')",10
1152,"('Warka_o', 'Piaseczno_i')",10
1153,"('Biłgoraj_i', 'Biłgoraj_o')",10
1154,"('Słupca_o', 'Września_i')",10
1155,"('Lipka Krajeńska_o', 'Chojnice_i')",10
1156,"('Wyrzysk Osiek_o', 'Nakło nad Notecią_i')",10
1157,"('Łowicz Główny_o', 'Sochaczew_i')",10
1158,"('Żyrardów_o', 'Grodzisk Mazowiecki_i')",10
1159,"('Brodnica_o', 'Rypin_i')",10
1160,"('Warszawa Wschodnia_o', 'Działdowo_i')",10
1161,"('Inowrocław Rąbinek_o', 'Piotrków Kujawski_i')",10
1162,"('Chełm Miasto_o', 'Chełm_i')",10
1163,"('Wałcz_o', 'Tuczno Krajeńskie_i')",10
1164,"('Chorzów Batory_i', 'Chorzów Batory_o')",10
1165,"('Brzeg_o', 'Wrocław Główny_i')",10
1166,"('Zbąszyń_i', 'Zbąszyń_o')",10
1167,"('Warszawa Zachodnia_o', 'Grodzisk Mazowiecki_i')",10
1168,"('Pilawa_o', 'Warszawa Wschodnia_i')",10
1169,"('Wrocław Główny_i', 'Wrocław Główny_o')",10
1170,"('Zielona Góra Główna_i', 'Zielona Góra Główna_o')",10
1171,"('Kraków Główny_o', 'Oświęcim_i')",10
1172,"('Konin_i', 'Konin_o')",10
1173,"('Trzcianka_i', 'Trzcianka_o')",10
1174,"('Zawiercie_o', 'Warszawa Gdańska_i')",10
1175,"('Wrocław Główny_o', 'Brzeg_i')",10
1176,"('Chojna_o', 'Gryfino_i')",10
1177,"('Nowa Ruda_i', 'Nowa Ruda_o')",10
1178,"('Łochów_o', 'Tłuszcz_i')",10
1179,"('Międzyrzec Podlaski_i', 'Międzyrzec Podlaski_o')",10
1180,"('Radymno_o', 'Przemyśl Zasanie_i')",10
1181,"('Ciechanów_o', 'Nasielsk_i')",10
1182,"('Zduńska Wola_i', 'Zduńska Wola_o')",10
1183,"('Oborniki Śląskie_o', 'Wrocław Główny_i')",10
1184,"('Bielsk Podlaski_o', 'Hajnówka_i')",10
1185,"('Kłodzko Główne_o', 'Kłodzko Miasto_i')",10
1186,"('Zwierzyniec_o', 'Szczebrzeszyn_i')",10
1187,"('Zawiercie_i', 'Zawiercie_o')",10
1188,"('Nowe Drezdenko_i', 'Nowe Drezdenko_o')",10
1189,"('Poznań Główny_o', 'Konin_i')",10
1190,"('Ostróda_o', 'Iława Główna_i')",10
1191,"('Czyżew_o', 'Małkinia_i')",10
1192,"('Trzcianka_o', 'Piła Główna_i')",10
1193,"('Stalowa Wola Rozwadów_o', 'Sandomierz_i')",10
1194,"('Jabłonowo Pomorskie_o', 'Iława Główna_i')",10
1195,"('Miechów_o', 'Częstochowa Stradom_i')",10
1196,"('Tomaszów Mazowiecki_o', 'Łódź Widzew_i')",10
1197,"('Ścinawa_o', 'Głogów_i')",10
1198,"('Łódź Pabianicka_o', 'Łódź Kaliska_i')",10
1199,"('Wałcz_o', 'Piła Główna_i')",10
1200,"('Zawada_o', 'Szczebrzeszyn_i')",10
1201,"('Pelplin_o', 'Smętowo_i')",10
1202,"('Warszawa Główna_o', 'Warszawa Zachodnia_i')",10
1203,"('Bogoniowice Ciężkowice_o', 'Bobowa Miasto_i')",10
1204,"('Bielsk Podlaski_i', 'Bielsk Podlaski_o')",10
1205,"('Wrocław Główny_o', 'Oława_i')",10
1206,"('Warszawa Zachodnia_o', 'Warszawa Centralna_i')",10
1207,"('Pyskowice_i', 'Pyskowice_o')",10
1208,"('Chojna_o', 'Kostrzyn_i')",10
1209,"('Bytom Odrzański_o', 'Głogów_i')",10
1210,"('Nasielsk_i', 'Nasielsk_o')",10
1211,"('Olsztynek_o', 'Olsztyn Zachodni_i')",10
1212,"('Łęczyca_o', 'Ozorków_i')",10
1213,"('Bolesławiec_o', 'Chojnów_i')",10
1214,"('Września_o', 'Swarzędz_i')",10
1215,"('Trawniki_o', 'Świdnik Miasto_i')",10
1216,"('Izbica_o', 'Zawada_i')",10
1217,"('Tczew_o', 'Starogard Gdański_i')",10
1218,"('Łódź Chojny_o', 'Łódź Retkinia_i')",10
1219,"('Sławno_i', 'Sławno_o')",10
1220,"('Łąg_o', 'Czarna Woda_i')",10
1221,"('Bochnia_o', 'Kraków Główny_i')",10
1222,"('Międzyrzec Podlaski_o', 'Łuków_i')",10
1223,"('Stary Sącz_o', 'Nowy Sącz_i')",10
1224,"('Bardo Śląskie_o', 'Kłodzko Główne_i')",10
1225,"('Zbąszynek_o', 'Babimost_i')",10
1226,"('Bobowa Miasto_o', 'Stróże_i')",10
1227,"('Przemyśl Główny_o', 'Jarosław_i')",10
1228,"('Łódź\xa0Żabiniec_o', 'Zgierz_i')",10
1229,"('Warszawa Gdańska_o', 'Żyrardów_i')",10
1230,"('Gostynin_o', 'Płock_i')",10
1231,"('Rytro_o', 'Stary Sącz_i')",10
1232,"('Chrzanów Śródmieście_o', 'Oświęcim_i')",10
1233,"('Babimost_o', 'Zbąszynek_i')",10
1234,"('Skwierzyna_o', 'Gorzów Wielkopolski_i')",10
1235,"('Sucha Beskidzka Zamek_o', 'Maków Podhalański_i')",10
1236,"('Nowy Dwór Mazowiecki_i', 'Nowy Dwór Mazowiecki_o')",10
1237,"('Pelplin_i', 'Pelplin_o')",10
1238,"('Toruń Miasto_i', 'Toruń Miasto_o')",10
1239,"('Mława_o', 'Działdowo_i')",10
1240,"('Gorzów Wielkopolski_i', 'Gorzów Wielkopolski_o')",10
1241,"('Chodzież_o', 'Rogoźno Wielkopolskie_i')",10
1242,"('Nasielsk_o', 'Ciechanów_i')",10
1243,"('Ziębice_o', 'Kamieniec Ząbkowicki_i')",10
1244,"('Włoszczowa Północ_o', 'Miechów_i')",10
1245,"('Łódź Dąbrowa_o', 'Łódź Widzew_i')",10
1246,"('Wrocław Główny_o', 'Opole Główne_i')",10
1247,"('Krzepice_o', 'Wieluń_i')",10
1248,"('Olesno Śląskie_i', 'Olesno Śląskie_o')",10
1249,"('Suwałki_o', 'Trakiszki_i')",10
1250,"('Czechowice-Dziedzice_i', 'Czechowice-Dziedzice_o')",10
1251,"('Nowa Dęba_o', 'Kolbuszowa_i')",10
1252,"('Łapy_o', 'Szepietowo_i')",10
1253,"('Tarnów_o', 'Kraków Główny_i')",10
1254,"('Biała Podlaska_i', 'Biała Podlaska_o')",10
1255,"('Bielsko-Biała Główna_o', 'Czechowice-Dziedzice_i')",10
1256,"('Kaliska_i', 'Kaliska_o')",10
1257,"('Trawniki_o', 'Rejowiec_i')",10
1258,"('Słupsk_o', 'Ustka_i')",10
1259,"('Radom Gołębiów_o', 'Radom Główny_i')",10
1260,"('Oborniki Śląskie_i', 'Oborniki Śląskie_o')",10
1261,"('Starachowice Wschodnie_o', 'Ostrowiec Świętokrzyski_i')",10
1262,"('Iława Główna_o', 'Ciechanów_i')",10
1263,"('Recz Pomorski_o', 'Kalisz Pomorski_i')",10
1264,"('Legionowo_o', 'Nowy Dwór Mazowiecki_i')",10
1265,"('Jastrowie_o', 'Piła Główna_i')",10
1266,"('Świnoujście_i', 'Świnoujście_o')",10
1267,"('Jarosław_o', 'Przemyśl Główny_i')",10
1268,"('Łobez_o', 'Świdwin_i')",10
1269,"('Łódź Retkinia_o', 'Pabianice_i')",10
1270,"('Świdnik Miasto_i', 'Świdnik Miasto_o')",10
1271,"('Kostrzyn_o', 'Mieszkowice_i')",10
1272,"('Inowrocław_o', 'Gniezno_i')",10
1273,"('Działdowo_o', 'Warszawa Gdańska_i')",10
1274,"('Legnica_o', 'Wrocław Główny_i')",10
1275,"('Warszawa Służewiec_i', 'Warszawa Służewiec_o')",10
1276,"('Katowice_o', 'Zabrze_i')",10
1277,"('Bydgoszcz Leśna_o', 'Bydgoszcz Główna_i')",10
1278,"('Wróblik Szlachecki_i', 'Wróblik Szlachecki_o')",10
1279,"('Wałcz_i', 'Wałcz_o')",10
1280,"('Krajenka_o', 'Złotów_i')",10
1281,"('Konin_o', 'Koło_i')",10
1282,"('Włoszczowa_o', 'Koniecpol_i')",10
1283,"('Trawniki_o', 'Krasnystaw Miasto_i')",10
1284,"('Opoczno Południe_o', 'Grodzisk Mazowiecki_i')",10
1285,"('Wieleń_o', 'Krzyż_i')",10
1286,"('Ostrzeszów_i', 'Ostrzeszów_o')",10
1287,"('Szczecinek_o', 'Jastrowie_i')",10
1288,"('Toruń Główny_o', 'Inowrocław_i')",10
1289,"('Włoszczowa_o', 'Zawiercie_i')",10
1290,"('Jelenia Góra_i', 'Jelenia Góra_o')",10
1291,"('Kłodzko Miasto_o', 'Kłodzko Główne_i')",10
1292,"('Siedlce Zachodnie_i', 'Siedlce Zachodnie_o')",10
1293,"('Bochnia_o', 'Kraków Płaszów_i')",10
1294,"('Mogilno_o', 'Inowrocław Rąbinek_i')",10
1295,"('Bogoniowice Ciężkowice_o', 'Gorlice Zagórzany_i')",10
1296,"('Nakło nad Notecią_o', 'Wyrzysk Osiek_i')",10
1297,"('Sanok_i', 'Sanok_o')",10
1298,"('Tereszpol Biłgorajski_o', 'Biłgoraj_i')",10
1299,"('Opole Główne_o', 'Wrocław Główny_i')",10
1300,"('Biała Piska_o', 'Ełk_i')",10
1301,"('Ostrów Wielkopolski_o', 'Kalisz_i')",10
1302,"('Dąbrowa Białostocka_o', 'Augustów_i')",10
1303,"('Piotrków Kujawski_i', 'Piotrków Kujawski_o')",10
1304,"('Białogard_o', 'Koszalin_i')",10
1305,"('Wrocław Leśnica_o', 'Środa Śląska_i')",10
1306,"('Szczecin Główny_o', 'Szczecin Dąbie_i')",10
1307,"('Działdowo_o', 'Iława Główna_i')",10
1308,"('Chojnice_o', 'Lipka Krajeńska_i')",10
1309,"('Mońki_o', 'Białystok Zielone Wzgórza_i')",10
1310,"('Pleszew_i', 'Pleszew_o')",10
1311,"('Nowa Dęba_i', 'Nowa Dęba_o')",10
1312,"('Wałbrzych Główny_o', 'Jedlina-Zdrój_i')",10
1313,"('Kielce_o', 'Włoszczowa_i')",10
1314,"('Jarosław_i', 'Jarosław_o')",10
1315,"('Wrocław Nadodrze_o', 'Oleśnica Rataje_i')",10
1316,"('Zbąszyń_o', 'Nowy Tomyśl_i')",10
1317,"('Kołobrzeg_o', 'Koszalin_i')",10
1318,"('Kalwaria Zebrzydowska Lanckorona_o', 'Sucha Beskidzka Zamek_i')",10
1319,"('Tychy_i', 'Tychy_o')",10
1320,"('Sędzisław_i', 'Sędzisław_o')",10
1321,"('Środa Śląska_o', 'Legnica_i')",10
1322,"('Wierchomla Wielka_o', 'Łomnica Zdrój_i')",10
1323,"('Gdańsk Oliwa_i', 'Gdańsk Oliwa_o')",10
1324,"('Kalisz_o', 'Pleszew_i')",10
1325,"('Września_o', 'Słupca_i')",10
1326,"('Jedlina-Zdrój_i', 'Jedlina-Zdrój_o')",10
1327,"('Sopot_o', 'Gdańsk Oliwa_i')",10
1328,"('Łomnica Zdrój_i', 'Łomnica Zdrój_o')",10
1329,"('Biała Piska_i', 'Biała Piska_o')",10
1330,"('Częstochowa Stradom_o', 'Miechów_i')",10
1331,"('Muszyna_o', 'Żegiestów Zdrój_i')",10
1332,"('Suchedniów_i', 'Suchedniów_o')",10
1333,"('Legionowo_o', 'Warszawa Gdańska_i')",10
1334,"('Pisz_i', 'Pisz_o')",10
1335,"('Inowrocław_o', 'Bydgoszcz Główna_i')",10
1336,"('Krynica Zdrój_i', 'Krynica Zdrój_o')",10
1337,"('Sosnowiec Główny_o', 'Katowice_i')",10
1338,"('Gdańsk Oliwa_o', 'Sopot_i')",10
1339,"('Toruń Wschodni_i', 'Toruń Wschodni_o')",10
1340,"('Nowy Sącz_o', 'Stary Sącz_i')",10
1341,"('Bydgoszcz Główna_o', 'Bydgoszcz Leśna_i')",10
1342,"('Włocławek_o', 'Aleksandrów Kujawski_i')",10
1343,"('Gniezno_o', 'Poznań Główny_i')",10
1344,"('Jędrzejów_o', 'Kielce_i')",10
1345,"('Mieszkowice_o', 'Kostrzyn_i')",10
1346,"('Czeremcha_o', 'Nurzec_i')",10
1347,"('Sochaczew_i', 'Sochaczew_o')",10
1348,"('Szczecin Dąbie_i', 'Szczecin Dąbie_o')",10
1349,"('Poznań Główny_o', 'Swarzędz_i')",10
1350,"('Nowy Dwór Mazowiecki_o', 'Ciechanów_i')",10
1351,"('Warszawa Gdańska_o', 'Opoczno Południe_i')",10
1352,"('Tereszpol Biłgorajski_i', 'Tereszpol Biłgorajski_o')",10
1353,"('Sochaczew_o', 'Warszawa Zachodnia_i')",10
1354,"('Terespol_o', 'Małaszewicze Przystanek_i')",10
1355,"('Izbica_o', 'Krasnystaw Miasto_i')",10
1356,"('Bydgoszcz Wschód_i', 'Bydgoszcz Wschód_o')",10
1357,"('Chorzów Batory_o', 'Katowice_i')",10
1358,"('Gdańsk Główny_o', 'Tczew_i')",10
1359,"('Inowrocław_i', 'Inowrocław_o')",10
1360,"('Brzeg Dolny_i', 'Brzeg Dolny_o')",10
1361,"('Zamość_o', 'Zamość Starówka_i')",10
1362,"('Kraśnik_o', 'Lublin Główny_i')",10
1363,"('Drzewica_o', 'Tomaszów Mazowiecki_i')",10
1364,"('Oświęcim_o', 'Kraków Główny_i')",10
1365,"('Nisko_i', 'Nisko_o')",10
1366,"('Jahodyn_i', 'Jahodyn_o')",10
1367,"('Pelplin_o', 'Tczew_i')",10
1368,"('Koniecpol_o', 'Miechów_i')",10
1369,"('Nałęczów_o', 'Puławy Miasto_i')",10
1370,"('Warszawa Wschodnia_o', 'Pilawa_i')",10
1371,"('Oświęcim_i', 'Oświęcim_o')",10
1372,"('Sucha Beskidzka Zamek_o', 'Kalwaria Zebrzydowska Lanckorona_i')",10
1373,"('Pabianice_o', 'Łódź Retkinia_i')",10
1374,"('Gorzów Wielkopolski_o', 'Witnica_i')",10
1375,"('Stalowa Wola Charzewice_o', 'Zaklików_i')",10
1376,"('Wałbrzych Miasto_i', 'Wałbrzych Miasto_o')",10
1377,"('Gorzów Wielkopolski Wschodni_o', 'Strzelce Krajeńskie Wschód_i')",10
1378,"('Iława Główna_o', 'Warszawa Wschodnia_i')",10
1379,"('Byczyna Kluczborska_o', 'Kluczbork_i')",10
1380,"('Rokitki_o', 'Małomice_i')",10
1381,"('Elbląg_i', 'Elbląg_o')",10
1382,"('Krzyż_o', 'Choszczno_i')",10
1383,"('Kalisz Pomorski_i', 'Kalisz Pomorski_o')",10
1384,"('Rumia_i', 'Rumia_o')",10
1385,"('Morąg_i', 'Morąg_o')",10
1386,"('Łochów_i', 'Łochów_o')",10
1387,"('Kwidzyn_o', 'Grudziądz_i')",10
1388,"('Poznań Główny_o', 'Kościan_i')",10
1389,"('Dębica_i', 'Dębica_o')",10
1390,"('Łuków_o', 'Radzyń Podlaski_i')",10
1391,"('Jabłonowo Pomorskie_o', 'Grudziądz_i')",10
1392,"('Nowe Drezdenko_o', 'Strzelce Krajeńskie Wschód_i')",10
1393,"('Katowice_i', 'Katowice_o')",10
1394,"('Ozorków_o', 'Łęczyca_i')",10
1395,"('Działdowo_o', 'Mława_i')",10
1396,"('Zamość_o', 'Zawada_i')",10
1397,"('Tłuszcz_i', 'Tłuszcz_o')",10
1398,"('Łąg_o', 'Czersk_i')",10
1399,"('Krosno_o', 'Jedlicze_i')",10
1400,"('Sztum_i', 'Sztum_o')",10
1401,"('Iława Główna_o', 'Ostróda_i')",10
1402,"('Czersk_o', 'Chojnice_i')",10
1403,"('Węgliniec_i', 'Węgliniec_o')",10
